term,estimate,std.error,statistic,p.value,conf.low,conf.high,model_type,n_obs,spec,dropped_state,outcome,treatment,diff_n,inference_standard
l1_disp_top10_share_z,0.30507201968072184,0.7155916182355718,0.4263213988349044,0.6717407600334921,-1.1329631762227237,1.7431072155841676,dynamic_fe,299,baseline,Georgia,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.21465402100087105,0.7192256837547945,0.2984515512297153,0.7666205465032375,-1.2306841029801094,1.6599921449818518,dynamic_fe,299,baseline,Hawaii,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.27495061574524493,0.7236212673878024,0.37996480774782654,0.7056135371818988,-1.1792207642573591,1.7291219957478488,dynamic_fe,299,baseline,Idaho,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.2674996154214394,0.7128021087157242,0.3752789338732472,0.7090726426830218,-1.1649298512271842,1.6999290820700632,dynamic_fe,299,baseline,Illinois,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.1088453041938991,0.7121151071953816,0.1528479077246081,0.8791459058707498,-1.322203581211574,1.539894189599372,dynamic_fe,299,baseline,Indiana,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.355363250675065,0.7178981607346436,0.49500509976430734,0.6228089835583075,-1.0873071159179015,1.7980336172680316,dynamic_fe,299,baseline,Iowa,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.3372616440789267,0.6995520135101627,0.4821108903491522,0.6318737548737559,-1.0685407593549956,1.743064047512849,dynamic_fe,299,baseline,Kansas,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.3138980091092281,0.7099414384146856,0.44214634070405734,0.6603287445149986,-1.1127827253408373,1.7405787435592934,dynamic_fe,299,baseline,Kentucky,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.17176704874512225,0.6969235922842189,0.24646467797444335,0.8063521516135651,-1.2287533444803984,1.5722874419706427,dynamic_fe,299,baseline,Louisiana,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.28844854004822174,0.730074341674083,0.39509475074387673,0.6944877049578766,-1.1786907782434473,1.7555878583398907,dynamic_fe,299,baseline,Maine,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.1736689272965774,0.7305023080449882,0.2377390535032806,0.8130747926333564,-1.2943304216163865,1.6416682762095414,dynamic_fe,299,baseline,Maryland,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.22986645768341613,0.7055210422942587,0.3258109169018143,0.7459547572723952,-1.1879311581847372,1.6476640735515695,dynamic_fe,299,baseline,Massachusetts,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.26637776199381297,0.7171393647435773,0.3714449033055937,0.7119075295222941,-1.1747677469654736,1.7075232709530996,dynamic_fe,299,baseline,Michigan,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.255992145504211,0.7161561221323598,0.3574529876837367,0.7222877732791584,-1.1831774634514827,1.6951617544599045,dynamic_fe,299,baseline,Minnesota,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.24053288187540933,0.6990770286224842,0.3440720722140935,0.7322643086885344,-1.1643150036902237,1.6453807674410423,dynamic_fe,299,baseline,Mississippi,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.42473948189590016,0.726016039611004,0.5850276835804806,0.561213605063035,-1.0342443730650146,1.8837233368568151,dynamic_fe,299,baseline,Missouri,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.27844109558161223,0.736620127881817,0.3779982178633669,0.7070645124850645,-1.201852472580661,1.7587346637438852,dynamic_fe,299,baseline,Montana,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.2704516704419666,0.738738977675233,0.36609909401702573,0.7158670815591697,-1.2140998857963519,1.755003226680285,dynamic_fe,299,baseline,Nebraska,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.3519167448607642,0.7241837198945599,0.4859495390368659,0.6291690887968528,-1.103384925771481,1.807218415493009,dynamic_fe,299,baseline,Nevada,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.5709203246965202,0.6746826564198648,0.8462057224444617,0.40155169879298935,-0.78490523456541506,1.9267458839584555,dynamic_fe,299,baseline,New Hampshire,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.17920741208259883,0.7242634268956241,0.24743402114162666,0.80560622241481,-1.2762544357652106,1.6346692599304082,dynamic_fe,300,baseline,New Jersey,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.5159346134223082,0.7444980506790866,0.6929965940833606,0.49158341034663366,-0.9801902333133741,2.0120594601579906,dynamic_fe,299,baseline,New Mexico,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,-0.07194194665261634,0.6899851363179326,-0.10426593685268433,0.9173839232349092,-1.4585189905843765,1.3146350972791438,dynamic_fe,298,baseline,New York,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.22800975559304154,0.7200464451837811,0.31665978926518473,0.7528469357179225,-1.2189777502312216,1.6749972614173048,dynamic_fe,299,baseline,North Carolina,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.37154772694825305,0.7431372192485037,0.49997189930007824,0.6193328284401092,-1.1218424266426226,1.8649378805391286,dynamic_fe,299,baseline,North Dakota,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.25025084076056925,0.7032787553831094,0.3558344949923103,0.7234919437702876,-1.1630407308563993,1.6635424123775377,dynamic_fe,299,baseline,Ohio,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.149645276862846,0.7276782467008999,0.20564758880906225,0.8379182066642268,-1.3126789083049042,1.6119694620305962,dynamic_fe,299,baseline,Oklahoma,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.28391375847388245,0.7111857009498797,0.3992118487403209,0.6914717718070188,-1.1452674151553965,1.7130949321031614,dynamic_fe,299,baseline,Oregon,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.30585763726195286,0.7095808370841076,0.4310398777379879,0.6683297469522358,-1.120098441683707,1.7318137162076126,dynamic_fe,298,baseline,Pennsylvania,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.4171243781298296,0.7068201824465457,0.5901421443372201,0.5578072430086594,-1.0032839576179198,1.8375327138775792,dynamic_fe,299,baseline,Rhode Island,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.029203054269551436,0.7059801826399968,0.04136526065129375,0.9671728009693427,-1.389517238667764,1.4479233472068669,dynamic_fe,299,baseline,South Carolina,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.20719795102357233,0.7175553447156183,0.2887553588018901,0.7739866887906273,-1.2347835009866697,1.6491794030338145,dynamic_fe,299,baseline,South Dakota,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.5145086494623119,0.6886426219992103,0.7471344831498128,0.4585527264706507,-0.8693705109390526,1.8983878098636764,dynamic_fe,299,baseline,Tennessee,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.27573747682330313,0.7196243392462068,0.38316863644736227,0.70325207482881,-1.1704017753613654,1.7218767290079717,dynamic_fe,299,baseline,Texas,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.23892090977948657,0.7340225522716004,0.3254953257772411,0.7461921001342258,-1.2361526347599245,1.7139944543188979,dynamic_fe,299,baseline,Utah,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.16366973581879407,0.699766549382332,0.2338919114714209,0.8160433648150884,-1.2425637935913154,1.5699032652289038,dynamic_fe,299,baseline,Vermont,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.2814158942530324,0.710894601349619,0.3958616280370817,0.6939255579588999,-1.1471802928280246,1.710012081334089,dynamic_fe,299,baseline,Virginia,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.26937676643797664,0.7187733295961348,0.37477290175657235,0.709446566660938,-1.175052317827349,1.7138058507033025,dynamic_fe,299,baseline,Washington,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.2075891602440152,0.7023233089810816,0.2955749262333069,0.7688036690999226,-1.2037823699430341,1.6189606904310645,dynamic_fe,299,baseline,West Virginia,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.2812195193743271,0.7179614322136378,0.39169167974282904,0.69698435776953,-1.1615779960160428,1.7240170347646968,dynamic_fe,299,baseline,Wisconsin,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
l1_disp_top10_share_z,0.611404388351887,0.6702234218139861,0.9122396628531677,0.366109077358853,-0.7354600034695246,1.9582687801732988,dynamic_fe,299,baseline,Wyoming,frequent_mental_distress_rate,l1_disp_top10_share_z,NA,conventional_clustered
d2_l1_disp_top10_share_z,-0.6003524313158259,0.8113040817153316,-0.7399844828174748,0.46284027874092404,-2.2307290237128337,1.0300241610811818,long_diff_2y,199,baseline,Alabama,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.9456415166750564,0.8208145624960291,-1.1520769244144973,0.2548795045411424,-2.595130135742147,0.7038471023920344,long_diff_2y,199,baseline,Alaska,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6176793064268922,0.8236994783625309,-0.7498842996171426,0.45690990906647067,-2.272965380980506,1.0376067681267218,long_diff_2y,199,baseline,Arizona,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.46665884289016807,0.82541988800887,-0.5653593397366182,0.5744090842391084,-2.1254022100667833,1.1920845242864473,long_diff_2y,199,baseline,Arkansas,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.7571968832092509,0.7887244797235112,-0.9600271104488701,0.3417550371400464,-2.3421980665792623,0.8278043001607603,long_diff_2y,199,baseline,California,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.7227079110355276,0.8296157693732195,-0.8711356964460047,0.3879282470249569,-2.3898832174998716,0.9444673954288166,long_diff_2y,199,baseline,Colorado,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6130577893502399,0.8450039005616484,-0.7255088277613382,0.4715908918819124,-2.311156703196547,1.0850411244960672,long_diff_2y,199,baseline,Connecticut,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.2817486171076136,0.7618829696197439,-0.3698056372729193,0.7131208615343347,-1.8128097664459397,1.2493125322307126,long_diff_2y,199,baseline,Delaware,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.04703668974373127,0.7846075523978792,-0.059949320650789104,0.9524398387727329,-1.6237645979070916,1.529691218419629,long_diff_2y,199,baseline,District of Columbia,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6095761673368962,0.8284549965113368,-0.7357987698835186,0.46536093124498623,-2.274418813402069,1.0552664787282768,long_diff_2y,199,baseline,Florida,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6346938798326015,0.8248722650074625,-0.7694450483516494,0.44532258204403163,-2.292336757386306,1.022948997721103,long_diff_2y,199,baseline,Georgia,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5619977295778132,0.8065242624609027,-0.696814411835573,0.4892116856233476,-2.182768915563167,1.0587734564075406,long_diff_2y,199,baseline,Hawaii,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.562443783183424,0.8493696711711596,-0.6621896239924535,0.5109522714118493,-2.2693160415375915,1.1444284751707432,long_diff_2y,199,baseline,Idaho,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5401063372511888,0.8102238489793679,-0.6666137240116496,0.5081457027037075,-2.1683121206916676,1.0880994461892897,long_diff_2y,199,baseline,Illinois,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.8207443524284568,0.8040038197639005,-1.0208214591187792,0.3123527945550716,-2.4364505191833112,0.7949618143263979,long_diff_2y,199,baseline,Indiana,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4955160038675263,0.8149740517874116,-0.6080144549151648,0.5459858728298959,-2.133267677242391,1.1422356695073386,long_diff_2y,199,baseline,Iowa,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4802605533936031,0.8155094665256861,-0.5889086186082627,0.5586278531699169,-2.1190881829680985,1.1585670761808924,long_diff_2y,199,baseline,Kansas,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5471915905910801,0.8028778664400646,-0.6815377698943309,0.4987399782757994,-2.1606350694281913,1.0662518882460308,long_diff_2y,199,baseline,Kentucky,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5820869981491337,0.8016474978065077,-0.7261134098738633,0.4712235464730561,-2.193057958647708,1.0288839623494406,long_diff_2y,199,baseline,Louisiana,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4811544294804738,0.8094425835873876,-0.5944268799746539,0.5549615037180045,-2.107790201335603,1.145481342374655,long_diff_2y,199,baseline,Maine,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.7470125973073913,0.82254641027618,-0.9081707584822755,0.3682331252100036,-2.3999814947879505,0.9059563001731681,long_diff_2y,199,baseline,Maryland,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.523978248805408,0.8154275427660643,-0.6425810036143587,0.5234914583581081,-2.162641246421235,1.114684748810419,long_diff_2y,199,baseline,Massachusetts,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5128431377823007,0.8194949587608351,-0.6258038958015982,0.5343477949055873,-2.1596799138603227,1.133993638295721,long_diff_2y,199,baseline,Michigan,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5992526794685242,0.8237026402603556,-0.7275109368098088,0.47037502913889606,-2.2545451080937093,1.0560397491566607,long_diff_2y,199,baseline,Minnesota,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6323594219228971,0.8029478746205935,-0.7875472890711588,0.4347546736207638,-2.2459435874659954,0.9812247436202012,long_diff_2y,199,baseline,Mississippi,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4148015167791624,0.8350930824050522,-0.49671291203196405,0.6216127394748272,-2.092983895878283,1.263380862319958,long_diff_2y,199,baseline,Missouri,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.46412132036341985,0.8195702488617208,-0.5662983996893806,0.5737756415794213,-2.1111093975637827,1.1828667568369429,long_diff_2y,199,baseline,Montana,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5816246543009017,0.8767865587814052,-0.6633594555889042,0.5102093403718255,-2.343593211075774,1.1803439024739708,long_diff_2y,199,baseline,Nebraska,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4744912186624066,0.8133342069909695,-0.5833902159578971,0.5623063892547706,-2.108947500541606,1.159965063216793,long_diff_2y,199,baseline,Nevada,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.40689783507140537,0.8205756553542003,-0.4958687628817949,0.6222038986470165,-2.0559063522623036,1.242110682119493,long_diff_2y,199,baseline,New Hampshire,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.658973690322203,0.8294401169531087,-0.7944801280445628,0.43074720153172397,-2.325796010032751,1.0078486293883449,long_diff_2y,200,baseline,New Jersey,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4683362066664898,0.8736912972540712,-0.5360431174471189,0.5943539073632524,-2.224084602523593,1.2874121891906134,long_diff_2y,199,baseline,New Mexico,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.8475652142362261,0.808851052489281,-1.047863153083377,0.29984296208982636,-2.4730122598446083,0.7778818313721559,long_diff_2y,198,baseline,New York,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5903334259264322,0.8201581224511184,-0.7197800153001792,0.47507979763879005,-2.2385028793346105,1.0578360274817462,long_diff_2y,199,baseline,North Carolina,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.512616408840243,0.850983390660782,-0.6023812150342914,0.5496980413930698,-2.2227315579204285,1.1974987402399424,long_diff_2y,199,baseline,North Dakota,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.594335292692645,0.7954555850440376,-0.7471633914792888,0.45853543808607855,-2.1928631386332946,1.004192553248005,long_diff_2y,199,baseline,Ohio,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6039554026781039,0.8403290774882928,-0.7187129647867243,0.4757312521445942,-2.2926599078382353,1.0847491024820273,long_diff_2y,199,baseline,Oklahoma,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5366594856469749,0.8206992221710255,-0.6539051958978711,0.5162301364943234,-2.1859163196530957,1.1125973483591463,long_diff_2y,199,baseline,Oregon,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.527764515066722,0.8199209963470476,-0.6436772779548815,0.5227861484815691,-2.1754574457280826,1.119928415594639,long_diff_2y,198,baseline,Pennsylvania,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.38375614181410544,0.8005047751180366,-0.47939269538713186,0.6337920416091543,-1.9924307150950225,1.2249184314668118,long_diff_2y,199,baseline,Rhode Island,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6294434832004133,0.8274773816933974,-0.7606775691104498,0.45049475317736276,-2.2923215387360045,1.033434572335178,long_diff_2y,199,baseline,South Carolina,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5789027644837714,0.8220370884661686,-0.70422949597559,0.4846234542731317,-2.2308481414672023,1.0730426124996593,long_diff_2y,199,baseline,South Dakota,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.2611230501061818,0.7986806920129423,-0.32694298574823993,0.7451035803038839,-1.8661319911486358,1.343885890936272,long_diff_2y,199,baseline,Tennessee,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5572622907375561,0.8234196860902779,-0.6767658098915782,0.5017370451817666,-2.2119861016693103,1.0974615201941984,long_diff_2y,199,baseline,Texas,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.569513315131727,0.8202271204505458,-0.6943361185361644,0.49075054001300644,-2.217821425210966,1.078794794947512,long_diff_2y,199,baseline,Utah,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.6209505409562224,0.7947348798402397,-0.7813304244064989,0.43836708623762355,-2.21803007556605,0.9761289936536051,long_diff_2y,199,baseline,Vermont,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.4947195608098543,0.8100272137196841,-0.6107443705972274,0.544191544177101,-2.122530190901726,1.1330910692820173,long_diff_2y,199,baseline,Virginia,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5887643903701869,0.825114138348448,-0.7135550865104071,0.4788873438108373,-2.2468933306004577,1.069364549860084,long_diff_2y,199,baseline,Washington,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5766926147877447,0.8042631885503546,-0.7170446478188379,0.47675080241749457,-2.1929200026331417,1.0395347730576525,long_diff_2y,199,baseline,West Virginia,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.5452981638574055,0.8213916929553559,-0.663871047801117,0.5098846239855079,-2.1959465700041525,1.1053502422893413,long_diff_2y,199,baseline,Wisconsin,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d2_l1_disp_top10_share_z,-0.3717261251482292,0.7960941826241221,-0.4669373715593908,0.6426143463421302,-1.9715372809723077,1.228085030675849,long_diff_2y,199,baseline,Wyoming,frequent_mental_distress_rate,l1_disp_top10_share_z,2,conventional_clustered
d3_l1_disp_top10_share_z,-0.6853220539710442,0.8321337623600126,-0.8235719844215958,0.4141733814401758,-2.357557456788913,0.9869133488468246,long_diff_3y,149,baseline,Alabama,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.7404388726719782,0.8788535635758982,-0.8425053994880155,0.4035987589375405,-2.506561231096891,1.0256834857529347,long_diff_3y,149,baseline,Alaska,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.5904268525819335,0.8321473820033426,-0.7095219733318369,0.48136338463088,-2.2626896250977766,1.0818359199339098,long_diff_3y,149,baseline,Arizona,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.4149243405917245,0.8617413964666107,-0.4814951936776328,0.6323080417107462,-2.146658511740196,1.316809830556747,long_diff_3y,149,baseline,Arkansas,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.7573010500636375,0.836251547902302,-0.9055900129133294,0.36958441506537365,-2.4378114527391,0.923209352611825,long_diff_3y,149,baseline,California,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.7276071862133013,0.8373708835196959,-0.8689186602177662,0.3891279010400849,-2.410366978027515,0.9551526056009125,long_diff_3y,149,baseline,Colorado,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.4750767723090617,0.8266260463482417,-0.574717884111918,0.5681115773698009,-2.1362440054165353,1.186090460798412,long_diff_3y,149,baseline,Connecticut,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.4526856583400594,0.8241560728672043,-0.5492717620403925,0.5853136049222396,-2.1088892939036743,1.2035179772235556,long_diff_3y,149,baseline,Delaware,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.1872106871375649,0.8470642989353483,-0.22101118813868656,0.8260021102079433,-1.8894501265342807,1.5150287522591508,long_diff_3y,149,baseline,District of Columbia,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.7183704864256755,0.821823550420689,-0.8741176692465722,0.3863183487301247,-2.369886742640725,0.9331457697893744,long_diff_3y,149,baseline,Florida,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.5467264825290576,0.8284010572511936,-0.6599780115481859,0.5123584021621328,-2.211460733592738,1.1180077685346226,long_diff_3y,149,baseline,Georgia,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.6883878959777983,0.8363449351900102,-0.8230908887149566,0.41444426504741105,-2.369085967434102,0.9923101754785051,long_diff_3y,149,baseline,Hawaii,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.5727144417768386,0.8502308917309012,-0.6735987216494872,0.503731573023962,-2.281317387641569,1.135888504087892,long_diff_3y,149,baseline,Idaho,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.5621004425591181,0.8295529921021267,-0.6775943766229193,0.501215953194083,-2.2291495933740197,1.1049487082557836,long_diff_3y,149,baseline,Illinois,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.6994061758917511,0.8261542884295885,-0.8465805790601547,0.40134468282857183,-2.3596253759679797,0.9608130241844774,long_diff_3y,149,baseline,Indiana,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.4929773547964388,0.8335358644910427,-0.5914290863746469,0.5569517422514187,-2.1680303873367515,1.1820756777438741,long_diff_3y,149,baseline,Iowa,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.4774756559563372,0.8114244875799843,-0.5884412699700181,0.55893891744183,-2.108094212997356,1.1531429010846816,long_diff_3y,149,baseline,Kansas,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
d3_l1_disp_top10_share_z,-0.5124967194331949,0.8117484875020339,-0.6313491522605525,0.5307465790494483,-2.143766378694396,1.1187729398280066,long_diff_3y,149,baseline,Kentucky,frequent_mental_distress_rate,l1_disp_top10_share_z,3,conventional_clustered
