term,estimate,std.error,statistic,p.value,conf.low,conf.high,h,outcome,treatment,spec,weighted,weight_var,control_count,treatment_role
l1_acs_gini_z,0.0021998340210668006,0.002182335783107832,1.0080181235602752,0.31829922466409677,-0.0021835164017579853,0.006583184443891586,1,fair_poor_health_rate,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.0011489986040403178,0.0024761557556161264,0.4640251734707293,0.6446437113167549,-0.003824506601883197,0.006122503809963833,2,fair_poor_health_rate,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,-0.0027543410995904513,0.004723015584360348,-0.5831742560221681,0.5623972849367854,-0.012240797088151326,0.006732114888970424,3,fair_poor_health_rate,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.004205638684234767,0.002360101721492666,1.7819734827255143,0.08082676295985661,-5.347651339540184e-4,0.008946042502423552,0,log_real_pce_pc,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.006741566125450193,0.0030806254705217826,2.1883757665317027,0.033341492562205054,5.539477656639731e-4,0.012929184485236413,1,log_real_pce_pc,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.01020381527122723,0.005445600948846822,1.873772126726991,0.06681173396036331,-7.339961354436032e-4,0.02114162667789806,2,log_real_pce_pc,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.0028934915724845413,0.005700754003716373,0.5075629593205123,0.6139915487212287,-0.008556809827524874,0.014343792972493958,3,log_real_pce_pc,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.34789054084955523,0.23678227360803697,1.469242336212397,0.1480313219686507,-0.12770065238980288,0.8234817340889133,0,real_pce_pc_growth,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.2643638614130024,0.3160672367451099,0.8364165300252132,0.40690032913213037,-0.3704758669878965,0.8992035898139012,1,real_pce_pc_growth,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,0.847626514410934,0.7022097835530713,1.2070844557620328,0.23307923975247738,-0.5628033449508901,2.258056373772758,2,real_pce_pc_growth,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_acs_gini_z,-0.22197788662231083,1.013460422454672,-0.219029654936761,0.8275185969569598,-2.2575730528971287,1.813617279652507,3,real_pce_pc_growth,l1_acs_gini_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,-0.001133315759614862,0.0014354412523173176,-0.7895243067490805,0.43353386131063854,-0.004016484366842137,0.0017498528476124135,0,frequent_mental_distress_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,-0.002819562521458463,0.001927882933513227,-1.4625174964956547,0.14985713269012715,-0.0066918293546300005,0.001052704311713074,1,frequent_mental_distress_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,3.680792812766498e-4,0.0025441016077869367,0.14467947355170088,0.8855455657049109,-0.004741899185153997,0.005478057747707297,2,frequent_mental_distress_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.003412913540466459,0.0026883243473781646,1.2695319088989254,0.21012869465108505,-0.001986744823742284,0.008812571904675201,3,frequent_mental_distress_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.0022622884848880983,0.0013717443694604902,1.6492055919849415,0.10537523510359013,-4.929411678646816e-4,0.005017518137640878,0,fair_poor_health_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,7.089381074666364e-4,0.0013896662613025784,0.5101499023241207,0.6121912193561498,-0.0020822887244516543,0.003500164939384927,1,fair_poor_health_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.002537380136250125,0.0019458838908039402,1.3039730418867945,0.19821424925166917,-0.001371042683714211,0.0064458029562144605,2,fair_poor_health_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
