term,estimate,std.error,statistic,p.value,conf.low,conf.high,model_type,n_obs,outcome,treatment,treatment_variant,lag_window,spec,control_set
l1_disp_top10_share_z,0.5181166667611404,0.9642381670472352,0.5373326678695549,0.5934212773774667,-1.4186126898969191,2.4548460234192,dynamic_fe_distributed_lag_3,254,frequent_mental_distress_rate,l1_disp_top10_share_z,l1_disp_top10_share_z,3,baseline,causal_core
l2_disp_top10_share_z,-1.320932627906211,1.032893538797692,-1.2788661931643042,0.20684805759637162,-3.395560357088316,0.7536951012758939,dynamic_fe_distributed_lag_3,254,frequent_mental_distress_rate,l1_disp_top10_share_z,l2_disp_top10_share_z,3,baseline,causal_core
l3_disp_top10_share_z,1.950707156459351,0.8611037028302367,2.265356832223407,0.027855093442065295,0.2211294676759734,3.6802848452427286,dynamic_fe_distributed_lag_3,254,frequent_mental_distress_rate,l1_disp_top10_share_z,l3_disp_top10_share_z,3,baseline,causal_core
cumulative_3lag_effect,1.1478911953142803,1.6784111803544484,0.6839153651680678,0.4940286109244047,-2.1417342694297985,4.437516660058359,dynamic_fe_distributed_lag_3,254,frequent_mental_distress_rate,l1_disp_top10_share_z,cumulative_3lag_effect,3,baseline,causal_core
l1_disp_top10_share_z,0.8920927480924514,0.8857739252414842,1.007133674486122,0.31871979152070173,-0.8870365407125897,2.6712220368974924,dynamic_fe_distributed_lag_3,254,fair_poor_health_rate,l1_disp_top10_share_z,l1_disp_top10_share_z,3,baseline,causal_core
l2_disp_top10_share_z,1.0622025948389555,0.9747336937331385,1.0897362035068465,0.28105362507107345,-0.8956076475803718,3.0200128372582826,dynamic_fe_distributed_lag_3,254,fair_poor_health_rate,l1_disp_top10_share_z,l2_disp_top10_share_z,3,baseline,causal_core
l3_disp_top10_share_z,-0.9374362075848279,0.9111564386921848,-1.028842213890694,0.3085053157062688,-2.7675477750692936,0.892675359899638,dynamic_fe_distributed_lag_3,254,fair_poor_health_rate,l1_disp_top10_share_z,l3_disp_top10_share_z,3,baseline,causal_core
cumulative_3lag_effect,1.016859135346579,1.2220686028436116,0.8320802391784438,0.4053636550094694,-1.378351312864082,3.41206958355724,dynamic_fe_distributed_lag_3,254,fair_poor_health_rate,l1_disp_top10_share_z,cumulative_3lag_effect,3,baseline,causal_core
